0,0.010777
0.01,0.010777
0.02,0.010777
0.03,0.010777
0.04,0.010777
0.05,0.010777
0.06,0.010777
0.07,0.010777
0.08,0.010777
0.09,0.010777
0.1,0.010958
0.11,0.010425
0.12,0.0084443
0.13,0.0082626
0.14,0.0079901
0.15,0.0077176
0.16,0.007099
0.17,0.0070082
0.18,0.0068265
0.19,0.0076441
0.2,0.0074624
0.21,0.0068439
0.22,0.0064808
0.23,0.0059474
0.24,0.0056749
0.25,0.0054023
0.26,0.0048689
0.27,0.0052323
0.28,0.0049598
0.29,0.0035751
0.3,0.0029565
0.31,0.002684
0.32,0.0024115
0.33,0.0014524
0.34,0.00074877
0.35,0.00056708
0.36,-0.00022171
0.37,-0.0011808
0.38,-0.0020547
0.39,-0.0022364
0.4,-0.0030366
0.41,-0.0031217
0.42,-0.0013227
0.43,-0.0012319
0.44,-0.0014928
0.45,-0.0016685
0.46,-0.00059573
0.47,-0.0012085
0.48,-0.0019008
0.49,-0.0019008
0.5,-0.0020822
0.51,-0.0018268
0.52,-0.0015545
0.53,-2.1838e-05
0.54,0.00015985
0.55,-1.5865e-05
0.56,0.00069921
0.57,-2.7289e-05
0.58,-0.00062867
0.59,0.0003078
0.6,0.00074462
0.61,0.00074462
0.62,-2.7027e-05
0.63,-0.00011216
0.64,0.0012274
0.65,0.0012274
0.66,0.00037607
0.67,0.0011534
0.68,0.0017548
0.69,0.0014031
0.7,0.0014031
0.71,0.0017491
0.72,0.0016583
0.73,0.0012157
0.74,0.0015674
0.75,0.0017431
0.76,0.00050012
0.77,0.00084066
0.78,0.0013515
0.79,-0.0004252
0.8,-0.00033462
0.81,-0.00024403
0.82,-0.0014528
0.83,-0.0026338
0.84,-0.0028155
0.85,-0.0036668
0.86,-0.0043819
0.87,-0.0047224
0.88,-0.0049778
0.89,-0.0052332
0.9,-0.0054998
0.91,-0.0056755
0.92,-0.0051647
0.93,-0.0044836
0.94,-0.0058232
0.95,-0.0066005
0.96,-0.0053235
0.97,-0.0052327
0.98,-0.0057489
0.99,-0.0057489
1,-0.0045854
1.01,-0.0050165
1.02,-0.0051922
1.03,-0.0037504
1.04,-0.0039318
1.05,-0.0040224
1.06,-0.0021434
1.07,-0.001962
1.08,-0.0022174
1.09,-0.00044075
1.1,-0.00053133
1.11,-0.00053133
1.12,0.0015859
1.13,0.0013193
1.14,0.0013193
1.15,0.003164
1.16,0.0036973
1.17,0.0042193
1.18,0.0049855
1.19,0.0056892
1.2,0.0058649
1.21,0.0042473
1.22,0.0047807
1.23,0.0048713
1.24,0.0049564
1.25,0.0057338
1.26,0.0059152
1.27,0.005643
1.28,0.0054727
1.29,0.0057335
1.3,0.0049159
1.31,0.00432
1.32,0.00432
1.33,0.003139
1.34,0.0022877
1.35,0.0021174
1.36,0.00066416
1.37,-0.00028347
1.38,-0.00028347
1.39,-0.0015493
1.4,-0.0024007
1.41,-0.0024913
1.42,-0.0037571
1.43,-0.0031272
1.44,-0.003388
1.45,-0.0043813
1.46,-0.004018
1.47,-0.0043697
1.48,-0.0045399
1.49,-0.0035406
1.5,-0.0037163
1.51,-0.0021839
1.52,-0.0012755
1.53,-0.0010938
1.54,-0.0008384
1.55,0.0001609
1.56,0.00052428
1.57,0.00052428
1.58,0.0013925
1.59,0.0017559
1.6,0.0016653
1.61,0.0026018
1.62,0.0031408
1.63,0.0032317
1.64,0.0026358
1.65,0.0027209
1.66,0.002125
1.67,0.0029817
1.68,0.0033277
1.69,0.0039577
1.7,0.0042131
1.71,0.0038725
1.72,0.0042299
1.73,0.0037757
1.74,0.0029244
1.75,0.0030095
1.76,0.0023736
1.77,0.0016074
1.78,0.0017777
1.79,0.00050584
1.8,-0.0003455
1.81,-0.0003455
1.82,-0.0014356
1.83,-0.0028147
1.84,-0.0029849
1.85,-0.0040751
1.86,-0.0052158
1.87,-0.0054712
1.88,-0.0057435
1.89,-0.0068785
1.9,-0.0071339
1.91,-0.0073042
1.92,-0.0079284
1.93,-0.0085355
1.94,-0.0071734
1.95,-0.0062709
1.96,-0.0060155
1.97,-0.0062763
1.98,-0.0051862
1.99,-0.0059013
2,-0.0053905
2.01,-0.0038692
2.02,-0.0039601
2.03,-0.0038692
